"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_differece_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"34UFD","B04",0.05,"True",0.567225451122226,0.923119992264463,26.1555631675171,33.5527932999227,0.963938147227784,1.17544183846421,"34UFD_B04_05_D","2020"
"35VML","B04",0.05,"True",1.99359462558525,2.13263128420659,59.3533248972032,64.2188614326032,0.682011331100668,1.72814507831842,"35VML_B04_05_D","2020"
"49NHC","B04",0.05,"True",3.0710200603049,3.80078184216173,7.1384724698898,9.73303348482985,0.906099111557681,3.19390847878167,"49NHC_B04_05_D","2020"
"32TMT","B08",0.05,"True",0.744298633568124,0.960048538275585,4.92415230767689,7.97872204939158,0.994083941044422,1.15703382065494,"32TMT_B08_05_D","2020"
"32UQU","B08",0.05,"True",1.09265557546109,1.43622758352176,10.3788512383554,21.5077004887989,0.982885878846517,2.00240683178962,"32UQU_B08_05_D","2020"
"33NTG","B08",0.05,"True",-2.18764201102331,2.36766330717367,-13.5011267939937,29.1947660186685,0.993030164854351,2.01163035100025,"33NTG_B08_05_D","2020"
"34UFD","B08",0.05,"True",0.191423762735933,0.931708477852563,-7.64036149488402,33.8022678060644,0.969496911747825,1.33118918502539,"34UFD_B08_05_D","2020"
"35VML","B08",0.05,"True",-0.259065315129447,0.544571038520653,-24.8349469398259,33.1352747848487,0.929662281970968,0.771759685323296,"35VML_B08_05_D","2020"
"49NHC","B08",0.05,"True",-0.251646558014532,2.33807978171401,-1.01427037960962,6.49380440806496,0.89500925824316,3.15106609793074,"49NHC_B08_05_D","2020"
"32TMT","B02",0.1,"False",0.314902890543334,0.918272324467407,5.174347362999,8.90306527345721,0.9917519177853,1.33222246544313,"32TMT_B02_10_I","2020"
"32UQU","B02",0.1,"False",1.5436539618186,1.69074890706985,24.4504834468527,29.365373669202,0.978739939942234,1.63864946089984,"32UQU_B02_10_I","2020"
"33NTG","B02",0.1,"False",2.34378996742028,2.37777903685228,24.0378279759939,25.7501464713451,0.994309982151433,1.78268399046081,"33NTG_B02_10_I","2020"
"34UFD","B02",0.1,"False",-0.136487540221819,1.04477934967769,13.2926656681819,33.1460130161231,0.932902172248215,1.54291212307321,"34UFD_B02_10_I","2020"
"35VML","B02",0.1,"False",2.70831943693895,2.82878062811323,65.6619665216973,73.8728401583911,0.637030290659318,2.06621067196682,"35VML_B02_10_I","2020"
"49NHC","B02",0.1,"False",5.38264952804485,5.52932646170188,13.2432434017481,13.7543100779613,0.903922300295791,2.85509053768961,"49NHC_B02_10_I","2020"
"32TMT","B03",0.1,"False",0.436483044509042,0.810117791005985,3.59941830372519,7.44479207732447,0.99371682214884,1.15502055252064,"32TMT_B03_10_I","2020"
"32UQU","B03",0.1,"False",1.86572077715048,1.99387736102567,20.2441573198071,27.4932825321447,0.97782563340565,2.15891420573709,"32UQU_B03_10_I","2020"
